AK,0,4,4,18,40,45,45,48,52,52,78,78,84,84,84,86
TK,6,10,23,34,35,37,41,42,37,37,63,74,84,98,97,102
GB,16,16,21,22,24,43,46,63,68,86,81,85,86,87,88,88
FC,-1,12,15,10,6,1,15,15,32,35,61,67,71,77,98,112
