AK,8,15,10,24,43,44,47,47,48,49,49,62
JK,04,-4,22,25,25,48,49,50,68,68,73,68
GB,13,22,48,51,53,55,57,78,80,76,92,102
BS,4,9,35,36,36,31,46,45,45,69,69,72
