BS,-5,5,5,18,17,23,23,31,18,18,20,20,27
TK,1,3,5,5,5,0,2,11,31,48,50,52,53
AK,19,28,34,47,52,56,59,73,77,77,84,88,101
GB,6,6,19,14,31,47,63,63,63,67,77,92,92
