AK,-4,-3,8,9,14,15,20,20,43,64,64,66,90,91,94
BS,5,24,25,41,49,50,66,66,66,65,80,84,80,94,112
JK,20,20,25,25,29,33,33,29,24,24,29,38,38,39,39
GB,0,1,5,9,13,28,28,53,56,57,58,64,65,70,70
