TK,8,22,22,26,31,37,38,38,42,42,68,68,63
BS,2,6,20,24,24,26,43,47,48,48,74,80,106
AK,0,0,1,1,15,19,22,26,40,57,83,84,110
GB,11,14,20,33,35,44,44,57,59,63,58,72,98
