AK,1,5,5,14,16,11,28,31,35,38,39
BS,0,15,10,11,11,37,32,36,41,41,42
GB,20,23,32,33,49,75,80,90,90,92,107
TK,0,-1,16,26,29,55,59,62,75,91,95
