TK,0,2,3,3,6,8,16,15,28,32,32,27
BS,18,36,41,64,67,70,70,70,77,77,77,103
GB,0,-3,-1,3,18,23,23,31,31,48,65,91
AK,3,7,10,14,14,25,38,52,53,53,57,83
