TK,0,9,9,8,22,22,23,32,35,30,30,31
OB,4,4,4,19,19,43,63,74,77,77,94,114
PB,14,26,24,26,26,28,28,29,42,59,55,55
AK,3,3,26,31,38,33,33,33,35,44,52,52
