TK,0,1,18,18,15,24,19,15,15,21,22,26,37,46,45
BS,8,8,8,6,12,12,28,41,46,46,62,62,77,85,104
AK,1,26,30,38,55,50,57,58,58,58,62,78,73,74,76
OB,12,7,7,22,23,40,43,54,70,85,85,86,86,89,90
