AK,2,2,6,23,18,18,22,22,24,39,39,38,42,47,57
TK,17,34,35,44,44,69,73,76,76,83,91,87,89,89,89
BS,0,2,-3,-3,2,-3,9,20,44,52,68,72,85,98,109
GB,2,4,25,20,41,42,43,59,45,45,42,55,57,60,60
