GB,18,22,17,17,17,20,20,41,44,44,43,47
BS,0,0,26,28,46,46,46,49,54,67,71,71
AK,-3,-7,19,38,41,45,64,60,60,56,74,74
JK,6,27,53,53,53,67,69,70,83,95,95,112
