BS,5,5,5,6,10,36,37,37,54,54,60,74,70,70
GB,0,2,20,17,34,55,64,64,64,68,74,79,92,96
AK,6,21,22,32,32,32,34,58,62,61,70,72,80,80
TK,10,14,16,29,29,55,64,61,61,79,79,79,83,100
