AK,9,9,12,13,8,8,9,16,17,32,33,58,65,67,67,80,92
TK,0,0,5,5,23,29,45,46,46,49,58,59,69,73,91,95,108
BS,-5,6,6,28,32,45,49,50,55,58,68,63,67,67,62,66,62
GB,17,27,40,38,42,44,44,58,71,71,72,72,72,87,91,91,91
