TK,-4,13,14,19,15,15,41,59,59,71,71
BS,4,4,9,15,27,29,24,27,28,31,30
GB,3,7,22,33,41,44,70,70,89,94,101
AK,18,18,18,18,22,38,64,64,65,66,81
