GB,17,31,36,36,42,44,52,47,61,59,69,69,83,90,90
AK,7,9,10,36,43,47,64,68,68,71,80,93,93,88,114
TK,0,1,6,32,45,65,65,65,63,63,63,68,71,71,97
FC,-3,1,11,32,27,22,18,40,49,69,71,74,78,97,118
