TK,19,40,35,39,40,44,51,47,51,51,74,75
GB,5,31,57,57,59,59,59,65,65,78,78,79
AK,0,0,26,36,40,57,74,93,93,93,93,115
FC,-3,23,49,56,70,70,67,67,84,92,90,87
