TK,-5,0,15,15,25,25,51,51,65,65,61
FC,26,32,32,49,52,52,78,96,96,97,105
GB,26,21,25,25,29,45,66,69,69,87,87
AK,26,41,43,47,51,56,56,56,63,65,82
