AK,1,1,1,1,4,6,6,10,31,31,27
TK,8,12,20,23,23,23,34,29,55,61,66
PB,3,3,12,26,43,44,45,66,66,80,82
GB,9,26,30,24,25,53,62,63,89,89,108
