AK,0,0,5,9,25,31,31,35,38,55,66,68,68,94
GB,0,2,6,6,13,171,17,30,50,54,57,62,81,107
OB,2,21,21,42,40,50,51,51,52,52,52,52,50,45
PB,19,19,31,27,27,28,48,52,49,50,56,70,74,100
