AK,18,38,38,40,35,55,55,59,66,66,70,76,76,76,77
JK,3,3,-2,10,11,21,17,36,36,36,49,44,70,82,97
GB,0,4,11,14,25,25,40,37,41,62,63,68,89,97,93
BS,0,-3,16,20,24,26,46,46,46,46,69,64,90,91,100
