AK,0,4,4,2,2,2,17,39,50,63,68,70,65
TK,0,19,23,46,65,72,76,80,80,83,83,97,123
GB,8,8,8,8,8,7,7,7,22,21,25,39,56
BS,13,11,28,28,39,45,47,42,37,43,55,55,81
