TK,4,22,22,31,31,31,31,26,26,42,43,45,45,45,45,45
FC,0,0,8,12,25,27,40,45,46,56,72,78,93,93,93,102
GB,17,16,29,29,36,54,61,62,78,78,80,78,84,94,96,97
AK,0,4,4,12,13,14,15,35,39,34,36,51,51,62,81,92
