TK,0,0,0,8,11,24,24,19,19,27,27,52,53,56,56
GB,20,23,37,39,52,50,63,70,70,71,66,66,90,96,119
BS,0,4,9,9,20,20,20,39,49,49,62,62,62,57,57
AK,1,15,17,28,32,32,40,40,51,63,76,72,68,85,83
