BS,5,6,6,21,25,26,26,21,21,39,54
AK,1,20,38,44,58,58,78,91,91,98,107
JK,0,1,1,1,4,5,7,19,21,17,14
GB,15,15,18,18,18,37,36,37,56,56,56
