AK,-4,13,8,10,26,26,26,34,37,47,53,69,69,90,85
TK,14,14,20,39,40,48,66,66,66,66,66,66,66,92,113
FC,0,0,21,21,21,21,22,26,26,41,41,45,63,79,79
GB,10,14,14,14,18,31,33,42,60,56,71,72,85,85,90
