BS,0,1,1,1,20,20,20,20,20,36,40
AK,2,2,19,26,26,26,26,31,36,42,45
JK,14,32,40,50,50,46,47,47,42,45,45
GB,4,7,3,7,9,34,54,69,91,87,101
