GB,0,20,22,22,22,17,22,23,21,26,21,22,37,39,42,44
FC,0,0,0,16,18,32,37,37,50,46,59,82,82,87,87,101
AK,18,15,31,36,56,66,61,61,67,81,82,82,86,91,91,93
TK,3,7,10,10,9,11,27,46,51,57,69,76,78,78,95,98
