BS,0,11,28,23,23,18,28,29,32,31,27,32
TK,7,7,2,19,19,21,29,47,64,70,83,103
AK,14,21,26,30,38,58,58,58,58,74,74,74
GB,0,3,7,12,25,29,32,34,35,36,47,43
