GB,0,3,7,11,14,14,15,30,29,29,33
AK,13,27,34,35,48,51,73,78,86,86,105
BS,7,9,23,26,26,31,33,33,33,41,41
JK,1,3,-1,12,17,30,26,27,41,54,52
